Name|Sp|Vmag|B-V|Mv|_RA.icrs|_DE.icrs
NN 3803 |M3          | 12.30|     |10.40|13 44 27.7|+51 41 04
Gl 525  |dM1         |  9.80| 1.41| 9.30|13 45 04.8|+17 47 09
Gl 525.1|F3 IV       |  4.23| 0.38| 2.59|13 45 40.9|-33 02 38
NN 3804 |M3.5        | 11.86| 1.56|11.80|13 45 51.1|-17 58 03
Gl 526  |M4 Ve       |  8.46| 1.44| 9.78|13 45 44.1|+14 53 28
NN 3805 |DA3         | 13.30|     |11.42|13 46 01.9|+57 00 29
GJ 1177 |K5 V        |  8.94| 1.32| 8.13|13 47 42.1|-32 25 52
GJ 1177 |            |  9.12| 1.36| 8.31|13 47 43.1|-32 25 53
Gl 527  |F7 V        |  4.50| 0.48| 3.85|13 47 15.6|+17 27 23
Gl 527  |M2          | 11.00|     |10.30|13 47 15.6|+17 27 23
GJ 1178 |DA7         | 15.08| 0.38|13.59|13 47 24.3|+10 21 40
GJ 1179 |dM4  :      | 15.32| 1.96|14.93|13 48 13.2|+23 36 49
GJ 1179 |DC9         | 15.65| 1.10|15.26|13 48 03.2|+23 34 48
NN 3806 |G3 IV-V     |  6.57| 0.55| 4.23|13 48 55.2|-35 42 15
NN 3807 |K4 :        | 10.14| 1.23| 7.80|13 48 55.2|-35 42 15
NN 3808 |m           | 14.34|     |13.27|13 48 48.6|+04 06 03
NN 3809 |M2:         | 11.19| 1.57|10.35|13 49 00.8|+02 47 31
Gl 528  |K4 V        |  7.61| 1.12| 7.26|13 49 03.6|+26 58 45
Gl 528  |dK6         |  8.03|     | 7.68|13 49 03.6|+26 58 45
Gl 529  |K6 V        |  8.17| 1.26| 7.61|13 49 44.8|-22 06 41
NN 3810 |M2.5        | 12.72| 1.56|11.13|13 50 43.8|-21 41 27
NN 3811 |m           | 12.90|     |11.40|13 51 20.2|-53 32 17
Gl 530  |G5 V        |  6.44| 0.69| 5.37|13 51 20.6|-24 23 28
NN 3812 |M3.5        | 13.65|     |12.43|13 50 51.9|+36 44 16
Gl 531  |K1 V        |  7.38| 0.90| 6.27|13 52 35.8|-50 55 19
GJ 1180 |            | 10.83| 0.75|10.23|13 51 59.9|+26 38 12
Gl 532  |dM0  p      |  8.90| 1.33| 8.08|13 51 59.8|+49 57 00
NN 3813 |M2          | 11.63| 1.50|10.59|13 52 36.8|+14 25 11
NN 3814 |DA6         | 14.60| 0.21|13.01|13 53 15.9|-09 16 37
Gl 533  |dM0         |  9.80| 1.40| 9.06|13 53 27.9|+12 56 30
Gl 533.1|M1.5        | 11.83| 1.50| 9.95|13 52 48.6|+65 37 39
NN 3815 |m           | 15.69| 1.90|14.70|13 52 50.6|+66 49 01
GJ 1181 |K7 V        |  9.59| 1.45| 8.85|13 55 02.4|-29 05 28
Gl 534  |G0 IV       |  2.68| 0.58| 2.78|13 54 40.9|+18 23 54
Gl 534.1|G8 V        |  6.00| 0.78| 5.70|13 56 32.7|-54 42 14
Gl 534.1|            | 13.80|     |13.50|13 56 32.7|-54 40 50
NN 3816 |m           | 15.30|     |13.90|13 56 20.9|-28 03 49
Gl 534.2|dM1         | 10.61| 1.45| 9.06|13 53 47.3|+78 51 07
Gl 534.3|G5 V        |  8.17| 0.68| 5.07|13 58 37.1|-34 00 02
NN 3817 |M3          | 12.26| 1.66|11.70|13 58 14.6|+12 34 45
NN 3818 |m           | 14.05|     |12.01|13 58 43.5|-00 04 47
NN 3819 |f-g         | 14.93| 0.32|13.34|13 59 07.8|-23 33 30
NN 3820 |K2 :        | 13.00|     |13.20|13 59 10.6|-19 50 06
Gl 535  |dM0  p      |  9.03| 1.16| 7.34|13 59 19.2|+22 52 11
Gl 536  |M1          |  9.70| 1.46| 9.59|14 01 03.6|-02 39 16
Gl 536.1|dM0.5 J     | 11.25| 1.45| 8.90|14 01 58.8|+15 29 39
Gl 536.1|            | 11.45|     | 9.10|14 01 58.8|+15 29 39
NN 3821 |M3.5        | 13.19| 1.61|11.70|14 02 29.5|-21 00 38
NN 3822 |dM0.5       | 10.65| 1.47| 9.35|14 02 19.9|+13 41 24
NN 3823 |M0.5        | 12.15| 1.70|10.30|14 02 46.8|-24 31 47
Gl 537  |dM3  e      |  9.85| 1.48| 9.60|14 02 33.0|+46 20 28
Gl 537  |dM3  e      |  9.95|     | 9.70|14 02 33.0|+46 20 28
NN 3824 |G5          |  7.12|     | 5.39|14 02 56.5|+14 58 30
Gl 538  |G8 V        |  6.30| 0.74| 5.39|14 03 32.5|+10 47 10
Gl 538.1|K2 III      |  3.27| 1.12| 1.76|14 06 22.3|-26 40 54
Gl 539  |K0- IIIb    |  2.06| 1.01| 0.90|14 06 41.1|-36 22 12
Gl 539.1|G1 V        |  6.02| 0.58| 4.47|14 08 26.7|-74 51 00
NN 3825 |m           | 14.54| 1.70|12.40|14 06 56.4|+38 36 39
Wo 9468 |G9 V        |  9.68| 0.78| 7.82|14 10 02.6|-61 31 19
Gl 539.2|M0          | 11.81| 1.50|10.05|14 09 27.1|-30 55 51
Wo 9470 |F8 IV       |  4.83| 0.53| 2.80|14 10 23.9|+25 05 32
NN 3826 |M1          | 11.60|     |10.00|14 08 21.8|+75 51 08
NN 3827 |K1 V        |  7.93| 0.86| 6.10|14 11 45.9|-12 36 43
Gl 540  |M1  e       | 10.35| 1.43| 9.17|14 08 12.7|+80 35 50
NN 3828 |M3.5        | 12.97| 1.63|10.96|14 12 10.8|-00 35 02
NN 3829 |m+          | 21.00|     |19.00|14 12 11.8|-00 35 14
Gl 540.1|K2 III      |  5.09| 1.15| 3.40|14 12 46.3|-27 15 40
NN 3830 |K1          |  7.03| 0.74| 5.57|14 12 45.3|-03 19 12
Gl 540.2|dM5.5e      | 13.86| 1.53|13.53|14 13 05.3|-12 01 34
Wo 9472 |dM0         | 10.16| 1.43| 8.74|14 13 31.7|-06 57 28
NN 3831 |K4 V        | 10.40| 1.28| 8.41|14 14 21.5|-15 21 26
NN 3832 |m           | 13.96| 1.60|11.97|14 14 17.5|-15 21 15
NN 3833 |K4          |  8.04| 1.08| 7.03|14 13 57.8|+30 13 05
NN 3834 |m           | 13.50|     |11.62|14 14 26.1|+23 27 35
Gl 540.3|G4 V        |  6.31| 0.60| 4.72|14 15 39.1|-45 00 03
NN 3835 |M2          | 12.37| 1.52|10.50|14 14 59.0|+10 24 41
GJ 1182 |m           | 14.30| 1.72|13.58|14 15 32.2|+04 39 28
NN 3836 |M2.5        | 11.60|     |10.50|14 15 16.4|+45 00 59
Gl 541  |K2 III ep   | -0.10| 1.20|-0.30|14 15 39.9|+19 10 56
Wo 9473 |F6 III      |  4.08| 0.52| 2.42|14 16 00.6|-06 00 04
Wo 9474 |A7 V        |  4.75| 0.20| 2.59|14 16 10.2|+51 22 00
Wo 9474 |K1 V        |  8.23| 0.82| 6.07|14 16 12.2|+51 22 36
NN 3837 |A0 p        |  4.18| 0.08| 2.23|14 16 23.0|+46 05 16
NN 3838 |M2          | 11.52| 1.52|10.22|14 17 04.9|+10 35 35
NN 3839 |m           | 13.10|     |13.40|14 17 03.3|+31 42 45
Gl 541.1|G8 V        |  6.47| 0.73| 5.25|14 18 00.6|-07 32 31
NN 3840 |k-m         | 12.76| 1.59|11.60|14 17 59.1|-00 31 32
Gl 541.2|dM0  p      | 10.25| 1.44| 8.83|14 17 24.8|+45 26 40
Gl 542  |K3 V        |  6.66| 1.03| 6.76|14 19 04.1|-59 22 47
Gl 542.1|F5 V        |  5.87| 0.50| 3.83|14 19 00.6|-25 48 54
Gl 542.1|            | 13.30|     |11.30|14 19 00.6|-25 48 54
Gl 542.2|K5          |  9.10| 1.30| 7.21|14 18 58.0|-06 36 14
Gl 543  |M3          | 13.40| 1.64|12.07|14 19 10.8|-07 18 13
NN 3841 |dF1         |  5.41| 0.38| 3.40|14 19 16.3|+13 00 13
Gl 544  |K1 V        |  7.58| 0.84| 6.18|14 19 35.0|-05 09 04
Gl 544  |M4          | 15.10|     |13.70|14 19 35.0|-05 09 04
Gl 545  |M4          | 12.90| 1.59|12.70|14 20 07.1|-09 37 15
NN 3842 |M0:e:       | 12.31| 1.51|10.76|14 20 04.8|+39 02 59
Gl 545.1|K3/4 V      |  9.02| 1.10| 7.38|14 21 24.0|-40 23 41
NN 3843 |M3          | 13.15| 1.66|12.00|14 21 15.0|-01 07 17
NN 3844 |m           | 12.62|     |10.79|14 21 03.6|+27 35 31
Gl 546  |K8 V        |  8.55| 1.26| 7.75|14 21 57.3|+29 37 48
NN 3845 |m           | 15.00|     |13.20|14 23 07.6|-22 17 12
Gl 547  |G1 V        |  6.27| 0.63| 5.08|14 23 15.6|+01 14 30
NN 3846 |m           | 12.26| 1.63|11.36|14 24 56.4|+08 53 20
NN 3847 |m           | 14.70|     |12.80|14 25 31.3|-20 15 46
Gl 548  |dM1         |  9.75| 1.44| 8.77|14 25 43.3|+23 36 59
Gl 548  |dM2         | 10.00| 1.46| 9.02|14 25 46.3|+23 37 11
Gl 549  |F7 V        |  4.06| 0.50| 3.60|14 25 12.2|+51 51 04
Gl 549  |M3          | 11.50| 1.50|11.04|14 25 11.2|+51 49 52
Gl 550  |G5 V        |  7.83| 0.70| 5.22|14 27 32.6|-51 56 00
NN 3848 |DC8         | 15.41|     |14.23|14 27 00.2|+23 47 52
GJ 1183 |m           | 13.95| 1.65|12.90|14 27 55.6|-00 22 31
GJ 1183 |m           | 14.03| 1.68|12.98|14 27 56.6|-00 22 25
GJ 2108 |DA6         | 13.75| 0.25|11.97|14 32 15.2|-81 20 38
Gl 550.1|dM0         | 10.92| 1.26| 7.91|14 27 45.3|+23 50 28
Gl 550.2|G2 IV       |  4.83| 0.72| 3.08|14 28 11.8|-02 13 41
Gl 550.2|G4 V        |  9.00|     | 7.20|14 28 11.8|-02 13 41
Gl 550.3|K5          | 10.35| 1.44| 8.76|14 29 18.6|-46 27 48
Gl 551  |dM5  e      | 11.05| 1.83|15.49|14 29 43.3|-62 40 48
NN 3849 |dM9         | 19.74|     |19.63|14 28 43.0|+33 10 39
NN 3850 |G5          |  8.38|     | 6.69|14 29 01.7|+12 07 19
NN 3851 |M5.5:       | 16.99| 2.22|15.26|14 28 27.9|+45 54 31
Gl 552  |dM2.5       | 10.68| 1.47| 9.46|14 29 29.8|+15 32 00
Gl 552.1|k-m         | 11.63| 1.51|10.56|14 30 58.4|-54 06 06
NN 3852 |G5 V        |  6.35| 0.70| 5.20|14 29 37.3|+41 47 43
NN 3853 |m           | 14.66|     |13.15|14 29 59.9|+29 34 01
Gl 553  |K7 V        |  9.40| 1.40| 8.50|14 30 47.6|-08 38 46
Gl 553.1|M3          | 11.92| 1.57|11.60|14 31 01.2|-12 17 40
NN 3854 |G5 V    J   |  8.38| 0.71| 5.19|14 31 19.8|-15 38 22
Gl 554  |dK5         |  8.70| 1.04| 6.92|14 30 44.7|+35 27 12
NN 3855 |M6.5        | 17.88|     |17.95|14 30 39.5|+59 43 06
NN 3856 |m           | 13.61|     |12.74|14 32 10.5|+16 00 51
GJ 1184 |K5          |  9.69| 1.21| 7.78|14 32 13.8|+11 21 10
NN 3857 |dM0         | 10.64| 1.23| 9.03|14 32 30.2|+05 46 40
NN 3858 |m           | 13.26|     |11.80|14 32 14.3|+49 39 08
Wo 9486 |K4          | 10.54| 1.25| 7.85|14 33 34.1|-09 56 04
NN 3859 |G5          |  6.91| 0.76| 5.57|14 29 22.5|+80 48 34
Gl 555  |M3          | 11.31| 1.64|12.32|14 34 16.7|-12 31 13
Gl 556  |K3 V        |  7.23| 0.99| 6.45|14 33 28.9|+52 54 29
Gl 557  |F2 V        |  4.46| 0.36| 3.50|14 34 40.7|+29 44 43
Gl 558  |dM0.5       |  9.58| 1.28| 7.52|14 34 57.9|+33 44 49
Gl 558.1|F8 V        |  6.04| 0.50| 4.00|14 37 45.8|-67 55 57
NN 3860 |K0          |  7.50| 0.99| 6.63|14 36 00.2|+09 44 46
NN 3861 |m           | 11.74|     |11.00|14 36 53.2|+58 20 53
NN 3862 |gK2         |  5.91| 1.10| 4.20|14 38 13.6|+18 17 55
Gl 559  |G2 V        |  0.01| 0.64| 4.38|14 39 35.9|-60 50 07
Gl 559  |K0 V        |  1.34| 0.84| 5.71|14 39 35.9|-60 50 07
NN 3863 |G5 V        |  6.73|     | 5.00|14 41 52.4|-75 08 21
Gl 559.1|dG0  e      |  7.54| 0.61| 4.61|14 38 59.8|+64 17 30
Gl 560  |F0 Vp       |  3.19| 0.24| 1.86|14 42 30.1|-64 58 28
Gl 560  |K5 V        |  8.47| 1.15| 7.14|14 42 30.1|-64 58 28
Wo 9490 |K5          |  9.74| 1.29| 8.38|14 42 33.5|+19 28 37
Wo 9490 |            | 10.00|     | 8.60|14 42 33.5|+19 28 37
Wo 9490 |K5          | 10.08| 1.34| 8.72|14 42 26.5|+19 30 13
Wo 9491 |F2 III      |  3.88| 0.38| 2.17|14 43 03.3|-05 39 29
Gl 561  |dK0         |  9.67| 0.73| 8.30|14 43 19.6|+26 45 01
Wo 9492 |M3          | 10.83| 1.55|10.43|14 42 20.9|+66 03 21
NN 3864 |K2/3 V      |  9.32| 1.17| 7.33|14 44 35.1|-22 15 14
NN 3865 |k-m         | 16.30|     |14.30|14 44 40.2|-22 14 43
Wo 9493 |K0 III      |  4.60| 0.98| 2.78|14 45 14.1|+16 57 52
Gl 561.1|F2 III-IV   |  5.10| 0.34| 2.56|14 46 00.0|-25 26 34
Gl 561.1|dF9         |  7.14|     | 4.60|14 46 01.1|-25 26 39
Gl 562  |K5 V        |  9.25| 1.27| 8.34|14 46 23.2|+16 29 47
NN 3866 |DC9         | 16.48| 0.94|15.67|14 47 24.9|-17 42 18
NN 3867 |G8 V        |  7.78| 0.90| 6.05|14 47 15.7|+02 42 14
GJ 1185 |m           | 13.28| 1.63|11.80|14 47 55.4|-03 09 39
Gl 563.1|dM2         |  9.71| 1.32| 8.07|14 48 00.9|+38 28 01
Gl 563.2|M3          | 11.66| 1.49|10.07|14 49 33.1|-26 06 22
Gl 563.2|M3          | 12.06| 1.52|10.47|14 49 31.1|-26 06 34
Gl 563.3|K2 V        |  9.08| 0.96| 6.54|14 50 21.3|+06 48 54
Gl 563.4|F5 IV-V     |  5.15| 0.41| 3.58|14 50 41.2|-15 59 48
Gl 564  |G2 V        |  5.85| 0.56| 5.07|14 50 16.3|+23 54 40
Gl 564.1|A3 IV       |  2.75| 0.15| 1.40|14 50 52.3|-16 02 30
NN 3868 |dG5         |  7.40| 0.76| 5.57|14 51 02.2|+09 43 25
NN 3869 |k           |  8.90|     | 7.10|14 51 02.2|+09 43 19
Gl 565  |K5 V        |  7.83| 1.00| 6.97|14 51 40.6|-24 18 15
Gl 566  |G8 Ve       |  4.70| 0.73| 5.57|14 51 23.5|+19 06 01
Gl 566  |K4 Ve       |  6.97| 1.16| 7.84|14 51 23.5|+19 06 01
NN 3870 |M2          | 12.58| 1.58|10.50|14 52 31.9|+00 10 06
NN 3871 |k           | 11.61| 1.52|10.50|14 52 28.5|+12 23 34
NN 3872 |K0 V        |  7.96| 0.86| 6.02|14 53 11.5|+28 30 27
Gl 567  |K2 V        |  6.02| 0.84| 5.72|14 53 23.3|+19 09 11
GJ 1186 |m           | 15.29| 1.82|13.95|14 53 37.6|+11 34 12
Gl 568  |M3.5 J      | 12.19| 1.61|12.05|14 53 52.3|+23 33 25
Gl 568  |            | 12.70|     |12.60|14 53 52.3|+23 33 25
Gl 569  |dM0  e      | 10.20| 1.48|10.10|14 54 29.6|+16 06 04
NN 3873 |M3.5        | 12.31|     |11.98|14 54 27.5|+35 32 59
NN 3874 |M0.5        | 11.30| 1.40| 9.42|14 54 53.6|+09 56 38
NN 3875 |m           | 14.67|     |12.73|14 54 55.5|+41 08 48
NN 3876 |F9 V        |  5.64| 0.68| 4.70|14 50 20.7|+82 30 48
NN 3877 |dM8         | 17.05| 1.34|18.08|14 56 38.6|-28 09 51
Gl 569.1|K1 V        |  7.78| 0.78| 5.74|14 55 11.4|+53 40 48
NN 3878 |M5          | 15.50|     |14.40|14 56 26.7|+17 54 58
NN 3879 |M7  :       | 18.60|     |17.50|14 56 27.7|+17 55 10
Gl 570  |K5 Ve       |  5.75| 1.10| 6.96|14 57 27.6|-21 24 58
Gl 570  |M2 V        |  8.00| 1.50| 9.21|14 57 26.4|-21 24 42
Wo 9503 |F0 V        |  4.49| 0.32| 2.67|14 57 10.9|-04 20 45
Gl 570.1|G5 V        |  6.35| 0.71| 5.31|14 58 08.8|-48 51 47
NN 3880 |F8 V        |  5.63| 0.50| 3.69|14 56 22.7|+49 37 41
NN 3881 |K1 III      |  5.53| 1.13| 3.50|14 57 33.0|-00 10 01
NN 3882 |m           | 14.73| 1.68|12.79|14 57 20.3|+14 58 58
Gl 570.2|dM2         | 11.11| 1.33| 8.57|14 57 32.5|+31 23 44
Gl 571  |K7 V        | 10.15| 1.31| 8.91|14 59 31.8|-44 05 39
GJ 1187 |m           | 15.53| 1.95|15.29|14 57 53.3|+56 39 20
NN 3883 |dK5         | 10.16| 1.38| 8.43|14 58 15.4|+59 35 01
Gl 571.1|dM0.5       |  9.48| 1.40| 8.04|15 00 44.0|-11 08 08
NN 3884 |M3.5        | 12.73| 1.49|11.70|15 01 11.1|+07 09 49
NN 3885 |M3          | 12.10| 1.45|11.10|15 01 20.5|+05 32 52
Gl 572  |dM0         |  9.13| 1.43| 8.48|15 00 55.8|+45 25 34
NN 3886 |M2          | 12.05|     |10.22|15 01 11.7|+35 27 17
Gl 574  |K5 V        |  9.86| 1.20| 8.63|15 03 03.9|-46 17 38
GJ 1188 |m           | 12.10| 1.46| 9.26|15 03 24.6|+03 46 59
NN 3887 |K4 V        |  9.59| 1.20| 7.65|15 04 54.3|-18 35 26
Gl 575  |F9 V n      |  5.19| 0.65| 4.84|15 03 47.2|+47 39 16
Gl 575  |dG2         |  5.96|     | 5.61|15 03 47.2|+47 39 16
NN 3888 |m           | 14.70|     |13.20|15 04 57.9|-21 07 01
Gl 575.1|k-m         | 12.75| 1.53|11.03|15 04 22.5|+29 28 37
Gl 576  |K5          |  9.82| 1.31| 8.58|15 04 54.1|+05 38 17
NN 3889 |DA7         | 15.90| 0.39|13.86|15 05 49.1|-07 14 41
NN 3890 |M2          | 11.00| 1.50|10.06|15 04 18.5|+60 23 09
Wo 9510 |G8          |  9.47| 0.82| 7.40|15 04 46.9|+64 48 42
NN 3891 |m           | 13.35|     |12.01|15 05 49.7|+55 04 41
Gl 577  |dG5  e      |  8.42| 0.68| 5.13|15 05 50.1|+64 02 46
Gl 578  |F5 V        |  4.93| 0.43| 3.42|15 07 17.9|+24 52 11
Gl 579  |K7 V        | 10.09| 1.41| 9.06|15 07 23.9|+24 56 08
GJ 1189 |dK8         |  9.31| 1.06| 6.97|15 09 04.2|+24 00 57
NN 3892 |M3          | 11.46| 1.50|10.90|15 09 36.1|+03 10 02
Gl 579.2|K0 VI       |  9.08| 0.77| 7.08|15 10 12.6|-16 22 47
Gl 579.2|K2 VI       |  9.45| 0.86| 7.45|15 10 12.7|-16 27 48
NN 3893 |m           | 13.35|     |12.54|15 10 04.5|+19 21 29
Wo 9512 |G8 III      |  3.41| 0.92| 0.48|15 12 17.4|-52 05 55
Wo 9512 |F9 V        |  6.69| 0.50| 3.76|15 12 09.4|-52 06 26
NN 3894 |M4          | 14.26| 1.66|13.42|15 11 51.3|-10 14 20
NN 3895 |m           | 13.45| 1.51|11.58|15 11 56.3|+17 57 18
Gl 579.3|K0          |  9.29| 0.78| 5.80|15 12 47.9|-01 09 57
NN 3896 |G5 V        |  6.68| 0.68| 5.17|15 12 43.3|+19 17 09
NN 3897 |G7 V        |  7.53| 0.73| 6.02|15 12 44.2|+19 17 32
Gl 579.4|G5 V        |  6.45| 0.70| 5.11|15 13 28.7|-25 18 32
NN 3898 |m           | 13.35|     |12.64|15 12 37.8|+45 43 43
Gl 580  |K0 V J      |  7.35| 0.77| 6.20|15 13 50.6|-01 21 03
Gl 580  |            |  7.35|     | 6.20|15 13 50.6|-01 21 03
GJ 1190 |K5 V        |  9.84| 1.13| 7.43|15 13 59.5|-03 47 54
Gl 580.1|A3 V        |  4.07| 0.09| 2.60|15 17 31.0|-58 48 06
Gl 580.2|F8 V        |  5.13| 0.53| 3.55|15 14 38.1|+67 20 50
NN 3899 |DA wk       | 14.02|     |12.56|15 17 12.9|+03 10 27
Wo 9518 |K5 p        | 10.35| 1.22| 8.59|15 18 39.3|-18 37 36
NN 3900 |M3          | 12.58| 1.52|12.00|15 19 11.8|-12 45 08
Gl 581  |dM5         | 10.56| 1.60|11.55|15 19 26.6|-07 43 29
Gl 582  |G2 V        |  5.65| 0.65| 4.65|15 21 48.0|-48 19 04
NN 3901 |F8 V        |  5.00| 0.50| 2.38|15 22 08.7|-47 55 38
NN 3902 |m           | 13.44|     |11.71|15 19 16.8|+67 51 21
Gl 582.1|G5 V J      |  8.29| 0.70| 7.00|15 22 36.6|-47 55 18
Gl 582.1|            |  8.60|     | 7.30|15 22 36.6|-47 55 18
GJ 2112 |M3 :        | 13.28| 1.70|12.20|15 22 13.4|-27 49 41
Gl 583  |K7 V        |  9.47| 1.33| 8.13|15 22 04.0|-04 46 35
Wo 9520 |dM0  e      | 10.11| 1.51| 9.92|15 21 52.3|+20 58 43
GJ 1191 |K2 V        |  7.99| 0.95| 6.48|15 22 37.2|-10 39 38
GJ 1192 |K3 V        |  8.30| 1.00| 6.42|15 22 42.2|+01 25 08
Gl 584  |G2 V        |  5.62| 0.58| 4.50|15 23 12.1|+30 17 14
Gl 584  |G2 V        |  5.96|     | 4.84|15 23 12.1|+30 17 14
Gl 585  |M4          | 13.68| 1.78|13.33|15 23 51.1|+17 27 59
NN 3903 |F0 V        |  4.31| 0.31| 2.43|15 24 29.4|+37 22 38
NN 3904 |G1 V        |  6.50| 0.59| 4.62|15 24 29.4|+37 22 56
NN 3905 |K3/4 V      |  8.84| 1.05| 6.96|15 25 58.8|-26 42 23
Gl 585.1|dM0         | 10.21| 1.34| 8.22|15 27 43.2|+02 35 55
NN 3906 |K5          |  9.86| 1.30| 8.08|15 27 37.6|+10 35 44
Gl 586  |K2 V        |  6.92| 0.81| 5.87|15 28 09.6|-09 20 51
Gl 586  |K2 V        |  7.58| 0.92| 6.53|15 28 12.7|-09 21 27
Gl 586  |k-m         | 15.41| 1.84|13.82|15 27 45.2|-09 01 38
Gl 587  |G5 V        |  7.69| 0.77| 5.70|15 29 19.0|-49 57 11
Gl 587.1|dM0         | 11.12| 1.46| 9.24|15 28 01.7|+25 47 25
NN 3907 |m           | 14.17| 1.73|12.71|15 29 44.4|+42 52 47
NN 3908 |M3.5        | 13.70|     |11.90|15 31 38.2|-26 55 20
Gl 588  |M3          |  9.31| 1.52|10.40|15 32 13.2|-41 16 35
NN 3909 |G5          |  7.70|     | 7.42|15 31 39.2|+14 15 32
NN 3910 |m           | 14.30|     |13.26|15 31 54.2|+28 51 08
NN 3911 |m           | 13.58|     |12.12|15 33 39.8|+46 15 04
Gl 588.1|dM0         | 11.28| 1.50| 9.29|15 33 55.1|+37 54 51
GJ 1193 |M3.5        | 13.83| 1.57|12.25|15 34 30.7|+14 16 12
NN 3912 |G8.5 III    |  3.90| 1.00| 1.90|15 35 31.1|-14 47 25
Gl 589  |M4.5:       | 12.41| 1.58|11.64|15 35 20.3|+17 42 51
Gl 589  |M6          | 14.99| 1.81|14.22|15 35 20.3|+17 42 51
Gl 590  |M4          | 12.80| 1.60|12.40|15 36 35.2|-37 53 58
NN 3913 |k-m         | 12.69| 1.51|11.32|15 35 46.1|+22 09 06
Gl 591  |K3 V        |  7.60| 0.96| 5.96|15 35 56.7|+39 49 53
Gl 592  |M4          | 12.70| 1.58|12.12|15 36 58.7|-14 07 52
Gl 593  |K2 V        |  7.43| 0.91| 5.79|15 36 01.7|+39 48 11
Gl 593  |            |  7.60|     | 6.00|15 36 01.7|+39 48 11
Gl 594  |F5 IV-V     |  4.64| 0.40| 3.47|15 41 11.8|-44 39 38
GJ 1194 |m           | 12.48| 1.57|11.81|15 40 03.3|+43 29 35
GJ 1194 |m           | 13.80|     |13.10|15 40 04.3|+43 29 29
Gl 595  |M3.5        | 11.87| 1.60|12.10|15 42 06.0|-19 28 59
NN 3914 |m           | 13.10|     |11.10|15 43 20.2|-30 55 52
GJ 1195 |F3 VI       |  7.22| 0.49| 5.20|15 43 02.5|-10 56 02
Gl 596  |K7          | 10.70| 1.29| 8.10|15 43 02.0|+26 16 39
Gl 596  |m           | 13.50|     |10.90|15 43 04.1|+26 15 57
Gl 596.1|G5 V        |  5.86| 0.68| 4.38|15 44 02.1|+02 30 52
Gl 596.1|            | 12.00|     |10.50|15 44 02.1|+02 30 52
Gl 596.2|K2 III      |  2.64| 1.17| 1.12|15 44 15.9|+06 25 32
Gl 597  |M3          | 12.22| 1.65|11.60|15 41 18.4|+75 59 29
Gl 598  |G0 V        |  4.43| 0.60| 4.05|15 46 26.8|+07 21 10
NN 3915 |M2-3        | 11.65|     | 9.92|15 48 00.9|-58 11 02
Gl 599  |G6 V        |  6.01| 0.72| 5.34|15 47 29.3|-37 55 01
Gl 599  |DA7         | 12.78| 0.33|12.11|15 47 29.3|-37 55 01
NN 3916 |M2          | 11.25|     |10.74|15 47 25.1|-10 53 48
NN 3917 |G8 V        |  7.43| 0.81| 5.74|15 48 09.6|+01 34 18
Gl 599.1|k           | 10.72| 1.19| 7.53|15 51 05.6|-50 41 16
NN 3918 |m           | 12.45|     |11.19|15 50 11.4|+00 57 33
NN 3919 |m           | 13.16| 1.64|11.92|15 49 38.1|+34 49 01
NN 3920 |M3:         | 12.05| 1.53|10.46|15 49 36.1|+51 02 54
NN 3921 |A2 m        |  3.71| 0.15| 1.63|15 50 48.7|+04 28 39
NN 3922 |K5          |  9.31| 1.18| 7.62|15 48 09.8|+74 24 53
NN 3923 |M7          | 13.01| 1.58|11.83|15 51 21.9|+29 31 05
Gl 600  |dM0         |  9.36| 1.42| 7.74|15 52 07.9|+10 52 29
Gl 601  |F2 IV       |  2.84| 0.29| 2.41|15 55 08.6|-63 25 50
NN 3924 |G1 V        |  6.10| 0.60| 4.72|15 53 11.9|+13 11 47
Gl 602  |F9 V        |  4.61| 0.57| 3.41|15 52 40.8|+42 27 04
NN 3925 |M3          | 11.75| 1.51|10.19|15 53 06.5|+34 45 15
NN 3926 |m           | 13.18| 1.53|11.62|15 53 06.5|+34 44 45
GJ 1196 |K5 V        |  9.28| 1.24| 7.64|15 54 38.6|-26 00 18
NN 3927 |m           | 15.95| 1.76|14.07|15 55 05.2|+33 50 53
NN 3928 |m           | 13.68|     |13.50|15 55 31.6|+35 12 03
Wo 9531 |F0 IV       |  5.45| 0.33| 3.63|15 55 47.3|+37 56 48
Gl 603  |F6 V        |  3.85| 0.48| 3.47|15 56 26.7|+15 39 41
Gl 604  |K5 V        |  8.05| 1.12| 6.90|15 57 41.2|-42 37 28
Wo 9532 |G5          |  9.54| 0.89| 6.15|15 56 20.1|+63 48 57
NN 3929 |M6  :       | 12.69| 1.59|11.62|15 58 19.2|+35 24 27
Wo 9533 |K0 V        |  8.01| 0.77| 6.25|15 58 32.6|+27 44 27
NN 3930 |K2 V        |  8.33| 1.00| 6.55|15 58 43.9|+25 34 13
Gl 604.1|G5 IV       |  7.54| 0.74| 5.80|16 00 23.5|-45 27 09
Wo 9535 |dG5         |  9.04| 0.86| 6.11|15 57 40.2|+65 23 45
Gl 606  |dM0         | 10.50| 1.51|10.46|15 59 53.7|-08 15 17
NN 3931 |F8 V        |  5.47| 0.52| 3.08|16 00 19.6|-16 32 03
NN 3932 |m           | 13.99| 1.58|12.00|15 59 50.8|+14 59 51
Gl 606.1|K0 V        |  7.68| 0.78| 5.64|16 10 16.6|-84 13 54
